ID;primäres_Label_viecpro;field_3;kind;Latitude;Longitude;notes;references_p_lucienfeld_harrer;URI_wien_wiki;URI_p_lucienfeld_harrer;alternatives_label_adress_neu;alternatives_label_adress1822;alternatives_label_suttingerstadtplan;alternatives_Label_Datensammlung;alternatives_Label_Feld;Stadtviertel;ist_Teil_von;GeoNames_Link;Access_Excel_Zitierweise
287;Trienterhof;Trienterhof;Wohnadresse;48.2080256;16.3747992;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 604. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Trienter_Hof&oldid=511323;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289145;Domgasse 4;846;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;neben der Blutgasse, Trienterhof
288;Blutgasse, Fridisches Haus;"Blutgasse, Fridisches Haus;Blutgasse, Scharnaglisches Haus;Blutgasse, Zeigschmidisches Haus";Wohnadresse;48.2076312;16.3753386;ab 1681 Dr. Johann Jakob Frid;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 615. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Gr%C3%BCnangergasse_6&oldid=510474;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289155;Blutgasse 3;847;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Blutgasse, Fendt/Frid/Fridt, Margaretha, Witwe, Haus;Blutgasse, Frid, Margaretha/Anna, Witwe, Haus;Blutgasse, Fridisches Haus;Blutgasse, Fritisches Haus"
289;Juristenschule;Juristenschule;Wohnadresse;48.2081015;16.3756121;Juristenschule bis 1765;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 589. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Juristenschule&oldid=510733;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289130;Schulerstraße 14;850;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Schulerstraße, Juristenschule
290;Singerstraße, Zum steinernen Rössel;"Singerstraße, Zum steinernen Rössel;Singerstraße, Zwickhisches Haus";Wohnadresse;48.2074786;16.3731594;"laut Wien Wiki auch ""zum weißen Einhorn""";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 583. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_Einhorn_(1,_Singerstra%C3%9Fe)&oldid=511399;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289124;Singerstraße 10;852;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Steinernes Rößl;Singerstraße, steinernes Rößl, beim;Singerstraße, Steinernes Rößl;Singerstraße, neben dem steinernen Rößl"
291;Schulerstraße, Nußbaumisches Haus;Schulerstraße, Nußbaumisches Haus;Wohnadresse;48.2075856;16.3773061;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 546. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Schulerstra%C3%9Fe_6&oldid=511060;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289118;Schulerstraße 6;854;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Schulerstraße, grüner Nußbaum;Schulerstraße, grüner Nußbaum, beim"
292;Wollzeile, Opplisches Haus;"Wollzeile, Opplisches Haus;Wollzeile, Niphisches Haus";Wohnadresse;48.2080577;16.3770788;"ab 1670 Mathias Ignatius Nipho; ab 1694 Johann Ehrenreich Oppl, ksl. Rat";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 550. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_26&oldid=511369;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289091;Wollzeile 26;856;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Oppliches Haus;Wollzeile, Opplisches Haus, sonst Niphisches Haus genannt;Wollzeile, Opplisches sonst Niphisches Haus"
293;Wollzeile, Linckhisches Haus;"Wollzeile, Linckhisches Haus;Wollzeile, Linkhisches Haus";Wohnadresse;48.2080317;16.3768204;ab 1642 Fleischhacker Melchior Linkh;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 546. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_roten_Mann_(1,_Wollzeile)&oldid=511488;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289087;Wollzeile 24;857;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Wollzeile, Linckisches Haus
294;Wollzeile, Pidermannsches Haus;Wollzeile, Pidermannsches Haus;Wohnadresse;48.2082813;16.376373;ab 1652 Hufschmied Jacob Pidermann;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 537. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_20&oldid=511212;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289082;Wollzeile 20;859;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Bidtermanische Erben Haus;Wollzeile, Bittermanische Erben, Haus;Wollzeile, Bittermanisches Haus;Wollzeile, Bittermansches Haus;Wollzeile, Bittermonisches Haus;Wollzeile, Pidermanische Erben, Haus;Wollzeile, Piterman, Jacob, Haus;Wollzeile, Piterman, Johann, Haus;Wollzeile, Pitermanische Erben, Haus;Wollzeile, Pitterman, Johann, Haus;Wollzeile, Pitterman, Matthias Haus;Wollzeile, Pittermanische Erben, Haus"
295;Wollzeile, Rohrerisches Haus;"Wollzeile, Rohrerisches Haus;Wollzeile, Weberfinkhisches Haus";Wohnadresse;48.2082912;16.3762285;ab 1660 ksl. Hofriemer Johann Rohrer;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 534. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_18&oldid=511352;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289078;Wollzeile 18;860;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Wollzeile, Rohrersches Haus, eH
296;Wollzeile, Winckhlerisches Haus;"Wollzeile, Winckhlerisches Haus;Wollzeile, Wolfscronisches Haus";Wohnadresse;48.2083669;16.3760728;ab 1676 Dr. phil. et med. Alexander Winckhler;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 530. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_16&oldid=511159;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289075;Wollzeile 16;861;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Wollzeile, Winckhler, Dr., Haus
297;Wollzeile, Zwickhlisches Haus;Wollzeile, Zwickhlisches Haus;Wohnadresse;48.2082931;16.3758332;ab 1687 Schneider Andree Zwickhl;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 527. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_14&oldid=511312;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289071;Wollzeile 14;862;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Zwickhelstorfferisches Haus;Wollzeile, Zwickhlstorffer, Matthias, Haus"
298;Wollzeile, Schmidtsches Haus;"Wollzeile, Schmidtsches Haus;Wollzeile, Mädelspergerisches Haus";Wohnadresse;48.2085922;16.3754758;Dr. Tobias Augustin Schmidt, Stadtschreiber;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 527. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_12&oldid=511286;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289068;Wollzeile 12;863;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Schmidt Haus;Wollzeile, beim Schmied"
299;Weihburggasse, Heissensteinisches Haus;"Weihburggasse, Heissensteinisches Haus;Wollzeile, Carshoffisches Haus;Weihenburg, Heissensteinisches Haus";Wohnadresse;48.2086414;16.3752611;ab 1682 Regent des nö. Regiments Otto Felician Graf von Heissenstain;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 522. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Clusiushaus&oldid=510045;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289063;Wollzeile 10;864;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Weiburggasse, Heissensteinisches Haus
300;Wollzeile, Zum Stobelkopf;Wollzeile, Zum Stobelkopf;Wohnadresse;48.2087588;16.3750468;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 3,2, Wien: Selbstverlag, 1957, S. 428. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_Strobelkopf_(1)&oldid=511432;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289053;Wollzeile 6-8;866;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Stroblhof;Wollzeile, Stroblkopf, beim;Wollzeile, Stroblkopf/Strobel Kopf"
301;Ksl. Münzhaus;Ksl. Münzhaus;Wohnadresse;48.2088765;16.3748456;Teil des Strohhofes;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 6. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_6-8&oldid=511173;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289053;Wollzeile 6;867;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Wollzeile, Münzhaus, ksl.
302;Bischofshof;Bischofshof;Wohnadresse;48.2089778;16.3735007;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 3,2, Wien: Selbstverlag, 1950, S. 428. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Bischofshof&oldid=809262;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2316754;Stephansplatz 7;869;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, Domprobstisches Haus;Thumherrenhof [Domherrenhof]"
303;Graben, Freysches Haus;Graben, Freysches Haus;Wohnadresse;48.2082165;16.371938;ab 1674 Georg Frey, Rat und Regent des nö. Regiments;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 3,2, Wien: Selbstverlag, 1957, S. 407. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Stock-im-Eisen-Platz_1&oldid=511383;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278927;Stock-im-Eisen-Platz 1;875;Hr. Georg Frey erben;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Graben, Freysches Haus;Graben, Freysches Haus (1696-08-03)"
304;Stock im Eisen, Zum goldenen Becher;"Stock im Eisen, Zum goldenen Becher;Stock im Eisen, Pretlhaus";Wohnadresse;48.2080412;16.3720664;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 10. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_goldenen_Becher&oldid=511474;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278931;Stock-im-Eisen-Platz 2;876;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Stock im Eisen, im Goldenen Becher;Stock im Eisen, Goldener Becher, im Amt;Stock im Eisen, beim Goldenen Becher"
305;Singerstraße, Zum roten Apfel;Singerstraße, Zum roten Apfel;Wohnadresse;48.2079152;16.3724991;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 666. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_roten_Apfel_(1,_Singerstra%C3%9Fe)&oldid=511460;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289207;Singerstraße 3;878;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, roter Apfel;Singerstraße, roter Apfel, beim"
306;Deutsches Haus;Deutsches Haus;Wohnadresse;48.2075309;16.373774;;;https://www.geschichtewiki.wien.gv.at/index.php?title=Deutschordenshaus&oldid=436701;;Singerstraße 7;879;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, Deutsches Haus;Singergasse, Deutsches Haus;Deutsches Haus"
307;Neue Welt, Zum schwarzen Rädl;"Neue Welt, Zum schwarzen Rädl;Singerstraße, Billottesches Stiftungshaus;Singerstraße, Rottalisches Haus";Wohnadresse;48.2067347;16.3755341;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 666. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rottalpalais&oldid=511133;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289207;Kumpfgasse 10;886;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neue Welt, Schwarzes Rädl
308;Riemerstraße, Bäckerhaus;Riemerstraße, Bäckerhaus;Wohnadresse;48.2065291;16.3756625;ab 1683 Mathias Kampmüller, Bäckermeister;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 725. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Riemergasse_16&oldid=510918;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289265;Singerstraße 21;887;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Riemerstraße, Böckenhaus
309;Singerstraße, Gronerisches Haus;Singerstraße, Gronerisches Haus;Wohnadresse;48.2064236;16.3758092;ab 1692 Hofkriegsrat und Obrist Generalfeldkriegsauditor Norbert Groner;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 728. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Riemergasse_16&oldid=510918;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289268;Singerstraße 23;888;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, Gronerisches Haus;Singerstraße, Kronerisches Haus"
310;Singerstraße, Andlauerisches Haus;"Singerstraße, Andlauerisches Haus;Singerstraße, Praitenacherisches Haus";Wohnadresse;48.2062329;16.376225;ab 1665 Hofkammer Raitoffizier Christoph Andlauer;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 35. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_30&oldid=510934;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289920;Singerstraße 30;889;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Singerstraße, Andlauer Haus
311;Singerstraße, Zu den drei Hacken;"Singerstraße, Zu den drei Hacken;Singerstraße, Zellerisches Haus";Wohnadresse;48.2062087;16.3759043;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 39. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zu_den_drei_Hacken_(Singerstra%C3%9Fe)&oldid=811104;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289919;Singerstraße 28;890;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"drei Hacken, gegenüber, Czerninisches Haus;3 Hacken, in den, Schmidshaus"
312;Singerstraße, Probstisches Haus;Singerstraße, Probstisches Haus;Wohnadresse;48.206867;16.3744461;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 20. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Trattnerhof&oldid=511314;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289910;Singerstraße 22;891;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Singerstraße, Probstsches Haus, eH
313;Singerstraße, Souchesisches Haus;Singerstraße, Souchesisches Haus;Wohnadresse;48.2069818;16.3740709;Ludwig Radwig Graf von Souches gehörten die 2 Häuser 16 und 18;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 25. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_18&oldid=510995;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289905;Singerstraße 18;893;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, Sousisches Haus;Singerstraße, Sousisches/Souchesisches? Haus"
314;Singerstraße, Thavonatisches Haus;Singerstraße, Thavonatisches Haus;Wohnadresse;48.207304;16.3735827;ab 1652 ehzgl. Konsistorialrat Jacob von Thavonat;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 20. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_14&oldid=511108;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289900;Singerstraße 14;895;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, ThavonatischesHaus;Singerstreße, Thavonatisches Haus"
315;Singerstraße, Brabantisches Haus;"Singerstraße, Brabantisches Haus;Singerstraße, Pregatzisches Haus";Wohnadresse;48.207388;16.373341;ab 1670 Gerichtsadvokat Dr. Valentin Brabant;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 11. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_12&oldid=534130;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289897;Singerstraße 12;896;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, Braband(in), Witwe/Brabandisches, Haus;Singerstraße, Brabandisches Haus;Singerstraße, Brabandt, Witwe/Brabandisches/Brebandisches, Haus;Singerstraße, Brabant, Witwe Haus;Singerstraße, Prabant, Dr., Haus;Singerstraße, Prabantisches Haus"
316;Singerstraße, Aichbüchlisches Haus;Singerstraße, Aichbüchlisches Haus;Wohnadresse;48.2075646;16.3728518;ab 1684 Christian Josef Ignaz Graf von Aichbüchl;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 11. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_8&oldid=511145;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289891;Singerstraße 8;898;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, Aichbüchlisches (Aichbichlisches) Haus;Bäckerstraße, Aichbüchlisches Haus;Singerstraße, Aichbüchlerisches Haus"
317;Singerstraße, Weigantisches Haus;"Singerstraße, Weigantisches Haus;Singerstraße, Wissingerisches Haus";Wohnadresse;48.2075322;16.3725952;ab 1686 ksl. Rat un Hofbuchhalter Jacob Weigant von Veiglberg;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 8. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_6&oldid=510984;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289888;Singerstraße 6;899;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Singerstraße, Weichandisches Haus;Singerstraße, Weigandisches Haus;Singerstraße,Weichandisches Haus"
318;Singerstraße, Schmelzerisches Haus;Singerstraße, Schmelzerisches Haus;Wohnadresse;48.2077101;16.3724543;ab 1679 Hofmusikus Andreas Schmelzer von Ehrenruf;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 6. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_4&oldid=510991;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289886;Singerstraße 4;900;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Singerstraße, Schmeltzersches Haus
319;Kärntnerstraße, Zwierschlagisches Haus;Kärntnerstraße, Zwierschlagisches Haus;Wohnadresse;48.2077835;16.3720407;ab 1671 Leopold Zwirschlag;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 432. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstraße_2&oldid=510965;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289883;Singerstraße 2;901;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kärntnerstraße, Zwierschlag, Leopold, Haus;Kärntnerstraße, Zwierschlag, von, Herr, Haus;Kärntnerstraße, Zwirschlagisches Haus"
320;Kärntnerstraße, Dietmayrisches Haus;"Kärntnerstraße, Dietmayrisches Haus;Kärntnerstraße, Gussmannisches Haus;Kärntnerstraße, Lebzelterisches Haus;Kärntnerstraße, Pockhisches Haus";Wohnadresse;48.2076;16.3719273;Georg Dietmayr von Dietmannsdorf;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 430. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Warenhaus_Haas_und_C%C5%BEj%C5%BEek&oldid=511292;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291550;Kärntnerstraße 5;902;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kärntnerstraße, Dietmayr, Witwe, Haus;Kärntnerstraße, Dietmayrische Erben, Haus;Kärntnerstraße, Dittmayr, Witwe, Haus;Himmelpfortgasse, Dietmayrische Erben, Haus"
321;Kärntnerstraße, Creuzthalerisches Haus;Kärntnerstraße, Creuzthalerisches Haus;Wohnadresse;48.20719;16.3716985;ab 1667 Johann Michael Creuzthaler;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 33. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zur_sch%C3%B6nen_Algierin&oldid=511478;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289928;Kärntnerstraße 9;905;Joh. Michael Kreuztaller / Barbier;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kärnterstraße, Kreüzthallerische Erben, Haus;Kärntner Straße, Chreüzthaller/Creüztaller, Michael, Haus;Kärntner Straße, Creizthaller, Hans Michael, Haus;Kärntner Straße, Creüztaller Haus;Kärntner Straße, Creüztaller, Witwe, Haus;Kärntner Straße, Creüzthaller, Witwe, Haus;Kärntner Straße, Creuzthallersche Erben, Haus;Kärntnerstraße, Creütztaller, Michael, Haus;Kärntnerstraße, Creuzthallerische/Creitzthallerische Erben, Haus"
