ID;primary_label;Latitude;Longitude;citation_lucienfeld_harrer;URI_wien_wiki;URI_lucienfeld_harrer;adress_today;adress_1822;adress_suttingerstadtplan;district;alternative_label
309;Singerstraße, Gronerisches Haus;48.2064236;16.3758092;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 728. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Riemergasse_16&oldid=510918;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289268;Singerstraße 23;888;;Kärntnerviertel;"Singerstraße, Gronerisches Haus;Singerstraße, Kronerisches Haus"
310;Singerstraße, Andlauerisches Haus;48.2062329;16.376225;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 35. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_30&oldid=510934;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289920;Singerstraße 30;889;;Kärntnerviertel;Singerstraße, Andlauer Haus
311;Singerstraße, Zu den drei Hacken;48.2062087;16.3759043;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 39. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zu_den_drei_Hacken_(Singerstra%C3%9Fe)&oldid=811104;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289919;Singerstraße 28;890;;Kärntnerviertel;"drei Hacken, gegenüber, Czerninisches Haus;3 Hacken, in den, Schmidshaus"
312;Singerstraße, Probstisches Haus;48.206867;16.3744461;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 20. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Trattnerhof&oldid=511314;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289910;Singerstraße 22;891;;Kärntnerviertel;Singerstraße, Probstsches Haus, eH
313;Singerstraße, Souchesisches Haus;48.2069818;16.3740709;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 25. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_18&oldid=510995;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289905;Singerstraße 18;893;;Kärntnerviertel;"Singerstraße, Sousisches Haus;Singerstraße, Sousisches/Souchesisches? Haus"
314;Singerstraße, Thavonatisches Haus;48.207304;16.3735827;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 20. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_14&oldid=511108;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289900;Singerstraße 14;895;;Kärntnerviertel;"Singerstraße, ThavonatischesHaus;Singerstreße, Thavonatisches Haus"
315;Singerstraße, Brabantisches Haus;48.207388;16.373341;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 11. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_12&oldid=534130;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289897;Singerstraße 12;896;;Kärntnerviertel;"Singerstraße, Braband(in), Witwe/Brabandisches, Haus;Singerstraße, Brabandisches Haus;Singerstraße, Brabandt, Witwe/Brabandisches/Brebandisches, Haus;Singerstraße, Brabant, Witwe Haus;Singerstraße, Prabant, Dr., Haus;Singerstraße, Prabantisches Haus"
316;Singerstraße, Aichbüchlisches Haus;48.2075646;16.3728518;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 11. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_8&oldid=511145;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289891;Singerstraße 8;898;;Kärntnerviertel;"Singerstraße, Aichbüchlisches (Aichbichlisches) Haus;Bäckerstraße, Aichbüchlisches Haus;Singerstraße, Aichbüchlerisches Haus"
317;Singerstraße, Weigantisches Haus;48.2075322;16.3725952;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 8. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_6&oldid=510984;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289888;Singerstraße 6;899;;Kärntnerviertel;"Singerstraße, Weichandisches Haus;Singerstraße, Weigandisches Haus;Singerstraße,Weichandisches Haus"
318;Singerstraße, Schmelzerisches Haus;48.2077101;16.3724543;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 6. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_4&oldid=510991;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289886;Singerstraße 4;900;;Kärntnerviertel;Singerstraße, Schmeltzersches Haus
319;Kärntnerstraße, Zwierschlagisches Haus;48.2077835;16.3720407;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 432. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstraße_2&oldid=510965;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289883;Singerstraße 2;901;;Kärntnerviertel;"Kärntnerstraße, Zwierschlag, Leopold, Haus;Kärntnerstraße, Zwierschlag, von, Herr, Haus;Kärntnerstraße, Zwirschlagisches Haus"
320;Kärntnerstraße, Dietmayrisches Haus;48.2076;16.3719273;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 430. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Warenhaus_Haas_und_C%C5%BEj%C5%BEek&oldid=511292;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291550;Kärntnerstraße 5;902;;Kärntnerviertel;"Kärntnerstraße, Dietmayr, Witwe, Haus;Kärntnerstraße, Dietmayrische Erben, Haus;Kärntnerstraße, Dittmayr, Witwe, Haus;Himmelpfortgasse, Dietmayrische Erben, Haus"
321;Kärntnerstraße, Creuzthalerisches Haus;48.20719;16.3716985;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 33. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zur_sch%C3%B6nen_Algierin&oldid=511478;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289928;Kärntnerstraße 9;905;Joh. Michael Kreuztaller / Barbier;Kärntnerviertel;"Kärnterstraße, Kreüzthallerische Erben, Haus;Kärntner Straße, Chreüzthaller/Creüztaller, Michael, Haus;Kärntner Straße, Creizthaller, Hans Michael, Haus;Kärntner Straße, Creüztaller Haus;Kärntner Straße, Creüztaller, Witwe, Haus;Kärntner Straße, Creüzthaller, Witwe, Haus;Kärntner Straße, Creuzthallersche Erben, Haus;Kärntnerstraße, Creütztaller, Michael, Haus;Kärntnerstraße, Creuzthallerische/Creitzthallerische Erben, Haus"
322;Weihburggasse, Gariboldisches Haus;48.2071901;16.3721927;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 53. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kaiserin-Elisabeth-Hotel&oldid=510662;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289934;Weihburggasse 3;906;;Kärntnerviertel;Weihburggasse, Garibaldisches Haus
323;Singerstraße, Schmuderersches Haus;48.2066934;16.3744539;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 132. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Singerstra%C3%9Fe_24&oldid=511087;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289913;Singerstraße 24;912;;Kärntnerviertel;Singerstraße, Schnuderisches Haus
324;Bei den Franziskanern, Kaisersteinisches Haus;48.20564;16.3750143;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 99. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Weihburggasse_22&oldid=511223;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290013;Weihburggasse 22;915;;Kärntnerviertel;"Franziskaner, bei den, Kaisersteinisches Haus, eH;Franziskaner, gegenüber, Kaisersteinisches Haus, eH"
325;Franziskanerplatz, Opplisches Haus;48.2062759;16.3740144;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 99. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Franziskanerplatz_5&oldid=510491;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289980;Franziskanerplatz 5;920;;Kärntnerviertel;Franziskaner, neben den, Opplisches Haus
326;Franziskanerplatz, Beim steinernen Löwen;48.2064162;16.3739038;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 100. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_gr%C3%BCnen_L%C3%B6wen&oldid=511489;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289981;Franziskanerplatz 6;921;;Kärntnerviertel;"bei den Franziskanern, Steinerner Löwe;Franziskanerplatz, steinerner Löwe;Franziskanerplatz, beim steinernen Löwen"
327;Franziskanerplatz, Zum gelben Adler;48.2065465;16.3737049;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 117. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Haus_der_%C3%84rztekammer&oldid=510406;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289998;Weihburggasse 10-12;922;;Kärntnerviertel;Franziskanerplatz, Nähe gelber Adler, eH
328;Weihenburg, Winckhlerisches Haus;48.2066536;16.3735377;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 150. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Haus_der_%C3%84rztekammer&oldid=510406;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289998;Weihburggasse 10-12;923;;Kärntnerviertel;"Weihburg, in der, Winckhler, Dr., Haus;Weihburggasse (Weichburg, in der), Winckhlersches Haus;Weyhburg, in der, Winckhler, Eva, Witwe, Haus;Weyhburg, in der, Winckhler, Witwe, Haus"
329;Weiburggasse, Heissensteinisches Haus;48.2067133;16.3734008;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 114. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Haus_der_%C3%84rztekammer&oldid=510406;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289995;Weihburggasse 10-12;924;;Kärntnerviertel;Weiburggasse, Heisensteinisches Haus
330;Weihburggasse, Hochburgisches Haus;48.2067514;16.3732153;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 112. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Weihburggasse_8&oldid=511150;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289993;Weihburggasse 8;925;;Kärntnerviertel;Weihburggasse, Hochburgisches Haus
331;Weihenburg, Halleweilsches Haus;48.2068411;16.372966;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 147. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Weihburggasse_6&oldid=511398;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289991;Weihburggasse 6;926;;Kärntnerviertel;"Weihburg, in der, Halleweilsches Haus, eH;Weite Burg, in der [Weihburggasse?], Halleweill, Graf, Haus;Weite Burg, in der [Weihburggasse?], Halleweill, Graf, Haus (1695-11-06)"
332;Rauhensteingasse, Zum goldenen A.B.C.;48.2064804;16.3725554;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 150. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_goldenen_ABC&oldid=511463;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290031;Rauhensteingasse 8;936;;Kärntnerviertel;neben dem Gulden A.B.C.
333;Himmelpfortgasse, Pupellerisches Haus;48.2065352;16.3726042;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 105. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Warenhaus_Steffl&oldid=511272;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290028;Rauhensteingasse 6-8;937;;Kärntnerviertel;"Himmelpfortgasse, Puppeller, Georg, Haus;Himmelpfortgasse, Puppellerisches Haus"
334;Kärntnerstraße, Einederisches Haus;48.2070161;16.3716089;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 105. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Gesch%C3%A4ftshaus_Zwieback&oldid=510616;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289986;Kärntnerstraße 11;940;Hr. Michael einöder;Kärntnerviertel;"Kärntner Straße, Eineder, Michl/Hofzahlamtssekretär, Haus;Kärntner Straße, Einedersches Haus, eH;Kärntner Straße, Einedter, Michael Haus;Kärntnerstraße, Äneder/Eineder, Michael, Haus;Kärntnerstraße, Eineder, Michael, Haus;Kärntnerstraße, Eineder, Michael, Haus (1678-11-11);Weihburg, in der, Eineder, Michael Haus;Weihburg, in der, Eineder/Einedter, Michael Haus;Weihburggasse (Weyhburg, in der), Eineder, Michael, Haus;Weihenburg, in der, Eineder, Michael Haus;Weihenburg, in der, Eineder, Michael, Haus;Weyhburg, in der, Eineder, Michael, Haus"
335;Kärntnerstraße, Draghisches Haus;48.206787;16.3716761;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 435. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_13-15&oldid=510786;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291556;Kärntnerstraße 13-15;941;;Kärntnerviertel;"Kärntnerstraße, Dragisches (Drachisches) Haus;Kärntnerstraße, Dragisches Haus;Kärntnerstraße, neben der Apotheke im Dragischen Haus"
336;Kärntnerstraße, Gundelisches Haus;48.2065978;16.3716727;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 439. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_wilden_Mann_(1)&oldid=511507;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291557;Kärntnerstraße 17;942;;Kärntnerviertel;Kärntnerstraße, Gundel, Herr Haus
337;Kärntnerstraße, Vollandisches Haus;48.2064443;16.3716187;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 439. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Warenhaus_Steffl&oldid=511272;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291560;Kärntnerstraße 19;943;;Kärntnerviertel;"Kärntnerstraße, Vollandisches Haus;Kärntnerstraße, Volantisches Haus"
338;Kärntnerstraße, Holleriederisches Haus;48.2062772;16.3716356;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 171. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_21-23&oldid=814523;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291565;Kärntnerstraße 21;944;;Kärntnerviertel;Kärntnerstraße, Hollenrieder, Martin, Haus
339;Himmelpfortgasse, Frickhisches Haus;48.206113;16.3720567;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 171. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Himmelpfortgasse_3&oldid=510537;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290052;Himmelpfortgasse 3;947;;Kärntnerviertel;"Himmelpfortgasse, Frickh, Matthias Haus;Himmelpfortgasse, Frickh, Witwe, Haus;Himmelpfortgasse, Frickhen Haus"
340;Himmelpfortkloster;48.2058432;16.3725804;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 137. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Himmelpfortkloster&oldid=819507;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290018;Rauhensteingasse 7;949;;Kärntnerviertel;"Himmelpfortskloster;Himmelpfortgasse, Klosterhaus"
341;Himmelpfortgasse, Erdödysches Haus;48.2055532;16.373622;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 177. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=F%C3%BCrstenbergpalais_(1,_Himmelpfortgasse)&oldid=510404;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290058;Himmelpfortgasse 13;952;;Kärntnerviertel;Himmelpfortgasse, Erdödysches Haus (ungar. Kanzlei)
342;Seilerstätte, Pockisches Haus;48.2053725;16.3745495;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 187. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Residenzhof&oldid=511056;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290068;Himmelpfortgasse 23;957;Tobias Pockh;Kärntnerviertel;Seilerstätte,Pockisches Haus
343;Ksl. Zeughaus;48.2052536;16.3748099;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1955, S. 188. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kaiserliches_Zeughaus_(Unteres_Arsenal)&oldid=510785;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290069;Seilerstätte 7-11;958;;Kärntnerviertel;"Seilerstätte, Zeughaus;Seilerstätte, Zeughaus, ksl."
344;Schlosserhof;48.2048459;16.3740947;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 211. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Schlosserhof&oldid=819534;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291546;Seilerstätte 22;959;;Kärntnerviertel;"Seilerstätte, obere, Schlosserhof;Seilerstätte, Schlosserhof"
345;Himmelpfortgasse, Zur ungarischen Krone;48.2054833;16.3740608;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,1, Wien: Selbstverlag, 1955,  S. 211. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Himmelpfortgasse_14&oldid=510626;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290096;Himmelpfortgasse 14;961;;Kärntnerviertel;"Himmelpfortgasse, ungarische Krone;Himmelpfortgasse, ungarische Krone, bei der;Himmelpfortgasse, ungarisches Haus"
346;Himmelpfortgasse, Grienpökhsches Haus;48.2053282;16.3738445;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 451. (Manuskript);https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290092;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2290092;Himmelpfortgasse 12;962;;Kärntnerviertel;"Himmelpfortgasse, Grienpach, Simon/Grienpekhsches Haus;Himmelpfortgasse, Grienpöckh, Simon Haus (Haus d. Simon Grienpöckh;Himmelpfortgasse, Grienpockh/Grünbeckh/Grenpeckh, Simon, Haus"
347;Kärntnerstraße, Bartholomäus-Hinck-Haus;48.2057778;16.3714513;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 451. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%A4rntner_Stra%C3%9Fe_29-31&oldid=510834;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291572;Kärntnerstraße 29;967;;Kärntnerviertel;Wipplingerstraße, Bartholomäus-Hincks Haus
348;Kärntnerstraße, Zum goldenen Greif;48.2056857;16.3717571;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1950, S. 454. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_goldenen_Greif_(1,_K%C3%A4rntner_Stra%C3%9Fe)&oldid=511456;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291575;Kärntnerstraße 31;968;;Kärntnerviertel;Kärntnerstarße, goldener Greiff
349;Kärntnerstraße, Oberndorfferisches Haus;48.2054341;16.3713037;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 257. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fleischhof&oldid=814405;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291365;Kärntnerstraße 33;969;;Kärntnerviertel;"Kärntner Straße, Obendorfer, Caspar, Haus;Kärntner Straße, Obendorffer, Caspar, Haus;Kärntner Straße, Obendorffer, Hans Caspar, Haus;Kärntner Straße, Oberdorffer, Herr, Haus;Kärntner Straße, Oberndorffer, Johann, Haus;Kärntner Straße, Oberstorffer, Caspar, Haus;Kärntnerstraße, Obendorffer, Kaspar, Haus;Kärntnerstraße, Oberdorffer, Joachim, Haus"
350;Johannesgasse, Herbersteinisches Haus;48.2049716;16.3726295;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 5,2, Wien: Selbstverlag, 1956,  S. 273. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Johannesgasse_7&oldid=510418;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2291375;Johannesgasse 7;972;Ihr. gn. Hr. Adam Quentin graff v. Herberstein erb.;Kärntnerviertel;"Johannesgasse, Herberstein, Graf, Haus;Johannesgasse, Herbersteinisches Haus;Johannesgasse, Herbersteinisches Haus, eH;Johannesgasse, Herbersteinsches Haus, eH"
